BLD_D2.5cm,BLD_D10cm,BLD_D22.5cm,BLD_D45cm,BLD_D80cm,BLD_D150cm,CLYPPT_D2.5cm,CLYPPT_D10cm,CLYPPT_D22.5cm,CLYPPT_D45cm,CLYPPT_D80cm,CLYPPT_D150cm,CRFVOL_D2.5cm,CRFVOL_D10cm,CRFVOL_D22.5cm,CRFVOL_D45cm,CRFVOL_D80cm,CRFVOL_D150cm,ORCDRC_D2.5cm,ORCDRC_D10cm,ORCDRC_D22.5cm,ORCDRC_D45cm,ORCDRC_D80cm,ORCDRC_D150cm,SLTPPT_D2.5cm,SLTPPT_D10cm,SLTPPT_D22.5cm,SLTPPT_D45cm,SLTPPT_D80cm,SLTPPT_D150cm,SNDPPT_D2.5cm,SNDPPT_D10cm,SNDPPT_D22.5cm,SNDPPT_D45cm,SNDPPT_D80cm,SNDPPT_D150cm
1490.83,1509.54,1540.11,1590.85,1651.40,1705.69,22.03,23.95,26.42,28.75,28.69,27.05,7.02,7.12,7.48,8.52,9.62,10.40,15.05,12.74,9.72,6.22,3.63,2.08,35.75,34.88,33.72,32.43,31.79,31.54,42.23,41.22,39.90,38.81,39.45,41.35
1376.95,1395.66,1426.25,1476.98,1537.53,1591.81,41.15,43.02,45.51,47.78,47.87,46.50,3.09,2.99,2.99,3.39,3.88,4.29,12.06,10.22,7.79,4.99,2.91,1.65,34.96,34.15,33.05,31.88,31.30,31.01,23.88,22.80,21.43,20.34,20.81,22.46
743.09,755.62,776.12,810.13,850.70,887.09,11.34,12.40,13.88,15.32,15.27,14.24,17.28,17.93,19.27,22.05,24.63,26.33,41.63,35.26,26.88,17.22,10.02,5.69,21.86,21.36,20.64,19.85,19.44,19.20,33.82,33.26,32.49,31.86,32.33,33.61
1307.52,1325.98,1356.14,1406.24,1465.98,1519.59,22.07,23.95,26.39,28.71,28.68,26.99,9.62,9.37,9.47,10.69,12.23,13.48,13.15,11.13,8.49,5.43,3.16,1.72,29.75,28.93,27.75,26.56,25.93,25.66,46.81,45.88,44.59,43.51,44.15,46.05
1387.03,1405.56,1435.83,1486.07,1546.02,1599.75,26.49,28.41,30.95,33.40,33.36,31.75,10.22,10.08,10.29,11.65,13.27,14.56,14.91,12.61,9.62,6.17,3.56,1.99,34.37,33.53,32.37,31.15,30.53,30.24,38.19,37.10,35.70,34.51,35.12,37.05
1484.13,1502.80,1533.31,1583.94,1644.36,1698.53,24.57,26.46,29.03,31.44,31.41,29.73,8.47,8.49,8.82,10.03,11.35,12.35,14.41,12.20,9.30,5.96,3.47,1.95,32.09,31.24,30.08,28.84,28.22,27.91,43.16,42.11,40.70,39.53,40.19,42.16
1512.71,1531.40,1561.92,1612.58,1673.04,1727.25,27.00,29.00,31.63,34.09,34.08,32.39,8.11,8.04,8.25,9.36,10.63,11.64,13.93,11.80,8.99,5.76,3.35,1.87,40.53,39.69,38.53,37.27,36.68,36.44,32.33,31.20,29.72,28.52,29.12,31.05
1032.93,1049.74,1077.21,1122.78,1177.17,1225.94,16.71,18.18,20.20,22.13,22.08,20.67,23.55,24.39,26.14,29.78,33.12,35.31,57.68,48.84,37.24,23.85,13.88,7.88,29.50,28.84,27.91,26.90,26.35,26.04,43.62,42.81,41.71,40.79,41.39,43.11
1245.33,1263.48,1293.14,1342.36,1401.09,1453.75,19.56,21.26,23.58,25.78,25.72,24.16,17.13,17.67,18.87,21.57,24.16,25.91,38.84,32.89,25.08,16.06,9.35,5.31,33.41,32.63,31.57,30.39,29.79,29.47,44.05,43.13,41.88,40.84,41.49,43.38
1352.75,1371.46,1402.02,1452.77,1513.32,1567.60,20.15,21.91,24.34,26.65,26.58,25.04,10.37,10.40,10.78,12.24,13.87,15.08,11.83,10.02,7.63,4.91,2.79,1.47,32.99,32.15,30.97,29.72,29.11,28.77,46.86,45.96,44.70,43.66,44.31,46.25
1458.23,1476.88,1507.36,1557.95,1618.31,1672.43,30.77,32.69,35.25,37.62,37.64,36.07,6.65,6.63,6.84,7.77,8.81,9.61,13.88,11.75,8.96,5.74,3.35,1.90,34.32,33.48,32.33,31.11,30.51,30.21,34.62,33.54,32.12,30.97,31.56,33.42
1358.75,1377.46,1408.02,1458.77,1519.31,1573.60,40.98,42.83,45.32,47.56,47.65,46.29,3.33,3.23,3.25,3.66,4.20,4.64,13.08,11.07,8.44,5.40,3.16,1.87,35.14,34.33,33.23,32.05,31.47,31.20,23.89,22.82,21.44,20.34,20.82,22.48
1388.39,1407.09,1437.68,1488.41,1548.95,1603.24,24.35,26.28,28.89,31.35,31.35,29.60,8.65,8.56,8.76,9.92,11.29,12.37,20.76,17.58,13.39,8.59,4.97,2.88,39.68,38.82,37.64,36.42,35.76,35.55,36.03,34.94,33.47,32.26,32.88,34.79
520.80,530.23,545.68,571.29,601.85,629.26,6.61,7.33,8.36,9.38,9.34,8.58,14.65,15.29,16.51,18.90,21.06,22.43,37.62,31.86,24.29,15.56,9.06,5.14,15.56,15.22,14.73,14.16,13.83,13.62,28.30,27.92,27.37,26.95,27.32,28.30
1437.62,1456.08,1486.24,1536.30,1596.03,1649.59,25.94,27.80,30.31,32.64,32.63,31.03,7.90,7.96,8.30,9.45,10.68,11.59,16.28,13.79,10.51,6.73,3.92,2.25,34.74,33.90,32.74,31.52,30.92,30.64,38.01,36.98,35.62,34.50,35.11,36.99
1256.60,1275.30,1305.88,1356.62,1417.16,1471.44,22.16,23.98,26.48,28.80,28.76,27.15,21.23,21.95,23.47,26.86,30.11,32.28,43.98,37.24,28.39,18.20,10.59,6.01,34.20,33.33,32.17,30.92,30.32,30.02,43.67,42.68,41.38,40.32,40.96,42.85
1298.42,1317.12,1347.70,1398.43,1458.99,1513.27,18.34,20.11,22.55,24.86,24.76,23.15,15.32,15.71,16.69,19.05,21.41,23.06,16.27,13.77,10.49,6.72,3.91,2.20,29.25,28.44,27.26,26.05,25.37,25.10,52.36,51.45,50.17,49.10,49.82,51.81
1352.85,1371.52,1402.02,1452.65,1513.06,1567.23,32.70,34.62,37.15,39.49,39.51,37.99,9.32,9.37,9.75,11.08,12.54,13.64,23.03,19.50,14.87,9.52,5.55,3.14,34.36,33.52,32.40,31.21,30.61,30.32,32.75,31.65,30.23,29.08,29.65,31.48
1330.24,1348.82,1379.21,1429.62,1489.78,1543.72,37.70,39.62,42.13,44.46,44.53,43.10,6.97,7.01,7.29,8.30,9.39,10.20,17.42,14.75,11.24,7.20,4.19,2.38,34.55,33.74,32.63,31.45,30.87,30.57,27.11,26.00,24.58,23.44,23.97,25.72
1336.75,1355.39,1385.84,1436.39,1496.70,1550.78,34.87,36.78,39.28,41.59,41.63,40.15,9.07,9.03,9.30,10.55,11.99,13.10,26.40,22.35,17.04,10.92,6.36,3.60,35.02,34.19,33.08,31.91,31.32,31.03,29.78,28.67,27.26,26.11,26.65,28.42
1368.66,1387.30,1417.77,1468.32,1528.64,1582.73,36.94,38.88,41.41,43.75,43.82,42.38,6.72,6.75,7.00,7.95,9.01,9.80,18.85,15.96,12.17,7.79,4.54,2.57,36.60,35.77,34.64,33.43,32.85,32.58,26.12,25.01,23.59,22.45,22.96,24.70
1320.67,1339.27,1369.68,1420.13,1480.33,1534.31,37.06,38.97,41.47,43.80,43.86,42.41,7.17,7.22,7.52,8.55,9.67,10.51,17.10,14.48,11.04,7.07,4.12,2.34,33.89,33.08,31.98,30.80,30.21,29.91,28.49,27.39,25.97,24.83,25.36,27.13
1304.88,1323.53,1354.03,1404.63,1465.01,1519.15,37.98,39.88,42.41,44.72,44.79,43.34,6.41,6.43,6.68,7.58,8.60,9.36,16.17,13.69,10.45,6.69,3.91,2.22,36.25,35.43,34.29,33.09,32.51,32.25,25.54,24.42,23.00,21.85,22.38,24.14
1354.50,1373.14,1403.59,1454.13,1514.44,1568.52,33.41,35.32,37.84,40.18,40.21,38.71,8.72,8.79,9.15,10.42,11.78,12.79,18.90,16.01,12.20,7.82,4.55,2.58,33.79,32.96,31.84,30.64,30.04,29.74,32.43,31.34,29.93,28.79,29.36,31.17
1340.55,1359.21,1389.72,1440.33,1500.73,1554.89,33.40,35.32,37.84,40.16,40.19,38.69,9.78,9.82,10.19,11.59,13.12,14.28,24.37,20.63,15.73,10.08,5.87,3.32,34.64,33.81,32.70,31.50,30.92,30.63,31.75,30.65,29.23,28.09,28.64,30.46
1269.73,1288.40,1318.94,1369.59,1430.04,1484.24,39.90,41.78,44.22,46.53,46.60,45.20,6.49,6.55,6.83,7.77,8.79,9.54,18.02,15.25,11.64,7.45,4.34,2.44,32.83,32.05,30.99,29.86,29.26,28.93,27.09,25.99,24.58,23.44,23.95,25.69
1371.85,1390.56,1421.12,1471.82,1532.34,1586.60,28.97,30.97,33.57,36.02,36.03,34.34,10.13,10.30,10.80,12.32,13.89,15.03,17.76,15.03,11.47,7.34,4.27,2.43,35.03,34.16,33.02,31.77,31.17,30.86,35.96,34.84,33.38,32.18,32.79,34.72
1289.28,1307.82,1338.12,1388.39,1448.37,1502.16,35.51,37.43,39.91,42.20,42.26,40.79,7.53,7.55,7.82,8.89,10.07,10.96,20.51,17.37,13.25,8.48,4.93,2.79,35.70,34.90,33.79,32.63,32.06,31.78,27.88,26.78,25.36,24.22,24.74,26.50
1239.72,1258.25,1288.55,1338.83,1398.80,1452.60,35.69,37.61,40.12,42.44,42.49,41.01,10.08,10.07,10.42,11.83,13.42,14.62,20.97,17.75,13.53,8.66,5.05,2.84,32.95,32.15,31.06,29.90,29.30,28.99,30.44,29.33,27.89,26.74,27.27,29.09
1292.44,1311.13,1341.72,1392.46,1453.00,1507.28,18.23,19.98,22.44,24.76,24.63,22.99,16.72,17.11,18.12,20.70,23.27,25.09,16.67,14.11,10.75,6.90,4.01,2.21,29.49,28.70,27.55,26.36,25.68,25.36,52.21,51.27,49.98,48.92,49.66,51.66
1287.00,1305.63,1336.08,1386.60,1446.88,1500.94,21.66,23.50,25.97,28.31,28.25,26.62,14.24,14.44,15.15,17.26,19.47,21.08,18.05,15.29,11.65,7.46,4.34,2.45,29.56,28.74,27.57,26.34,25.70,25.43,48.33,47.36,46.04,44.95,45.63,47.59
1296.39,1315.09,1345.66,1396.36,1456.88,1511.15,36.33,38.22,40.76,43.08,43.16,41.69,6.85,6.88,7.15,8.13,9.20,10.00,15.49,13.12,10.00,6.40,3.74,2.14,35.68,34.85,33.72,32.54,31.98,31.66,28.03,26.90,25.46,24.28,24.84,26.62
1318.66,1337.19,1367.48,1417.73,1477.71,1531.48,37.05,38.96,41.47,43.81,43.87,42.41,7.56,7.61,7.91,9.00,10.18,11.07,17.30,14.65,11.17,7.15,4.17,2.37,33.59,32.78,31.69,30.52,29.93,29.62,28.42,27.31,25.87,24.71,25.26,27.03
1354.30,1372.94,1403.40,1453.94,1514.25,1568.32,33.40,35.32,37.84,40.18,40.21,38.71,8.72,8.79,9.16,10.42,11.78,12.80,18.91,16.01,12.21,7.82,4.55,2.58,33.79,32.96,31.84,30.64,30.04,29.74,32.43,31.34,29.93,28.79,29.36,31.17
1352.97,1371.60,1402.06,1452.60,1512.90,1566.98,33.49,35.41,37.93,40.27,40.30,38.80,8.66,8.73,9.10,10.35,11.70,12.71,18.87,15.98,12.19,7.80,4.54,2.58,33.84,33.01,31.89,30.69,30.09,29.79,32.29,31.20,29.79,28.65,29.22,31.03
1320.37,1338.91,1369.22,1419.51,1479.53,1533.34,37.26,39.18,41.68,44.02,44.08,42.63,7.39,7.43,7.73,8.79,9.95,10.82,17.12,14.50,11.06,7.08,4.12,2.35,33.66,32.84,31.75,30.59,30.00,29.69,28.21,27.10,25.67,24.51,25.05,26.82
1440.79,1459.52,1490.10,1540.81,1601.38,1655.65,39.90,41.77,44.36,46.65,46.73,45.30,5.94,5.93,6.14,6.96,7.89,8.63,15.52,13.16,10.03,6.42,3.72,2.17,32.46,31.65,30.56,29.40,28.79,28.44,27.67,26.55,25.09,23.91,24.46,26.20
1245.20,1263.89,1294.47,1345.21,1405.75,1460.03,31.12,33.15,35.82,38.19,38.21,36.62,15.92,16.15,16.91,19.28,21.77,23.56,28.66,24.26,18.51,11.84,6.92,3.93,39.42,38.61,37.42,36.17,35.61,35.38,29.42,28.25,26.80,25.62,26.24,28.11
1375.42,1394.05,1424.50,1475.03,1535.33,1589.39,36.71,38.65,41.15,43.51,43.58,42.14,6.83,6.83,7.07,8.03,9.10,9.91,20.28,17.17,13.09,8.38,4.88,2.76,36.85,36.02,34.90,33.69,33.11,32.84,26.07,24.96,23.54,22.41,22.93,24.65
1268.67,1287.18,1317.44,1367.65,1427.55,1481.28,24.18,26.06,28.54,30.91,30.88,29.24,13.25,13.32,13.86,15.77,17.84,19.39,18.03,15.27,11.65,7.46,4.34,2.46,28.87,28.05,26.88,25.64,25.03,24.77,45.91,44.91,43.56,42.43,43.09,45.00
1199.96,1218.28,1248.22,1297.88,1357.17,1410.30,26.60,28.50,30.95,33.31,33.32,31.68,15.92,16.03,16.68,18.98,21.45,23.31,23.57,19.96,15.22,9.76,5.67,3.21,24.56,23.78,22.59,21.38,20.79,20.56,46.80,45.71,44.32,43.21,43.83,45.72
1357.41,1376.03,1406.48,1457.00,1517.28,1571.33,35.29,37.21,39.74,42.07,42.12,40.64,7.72,7.77,8.08,9.19,10.40,11.31,18.59,15.74,12.00,7.69,4.48,2.54,34.41,33.59,32.47,31.28,30.69,30.39,29.88,28.78,27.36,26.21,26.75,28.54
1306.31,1325.01,1355.58,1406.30,1466.85,1521.12,40.13,42.01,44.51,46.80,46.88,45.50,5.24,5.21,5.34,6.07,6.90,7.54,18.20,15.41,11.75,7.52,4.38,2.49,35.42,34.60,33.48,32.29,31.71,31.44,24.44,23.34,21.96,20.85,21.34,23.02
1321.83,1340.38,1370.73,1421.06,1481.13,1534.99,37.33,39.21,41.70,43.99,44.06,42.62,7.35,7.27,7.44,8.43,9.60,10.51,25.88,21.91,16.71,10.70,6.24,3.53,35.46,34.65,33.54,32.39,31.80,31.51,26.48,25.38,23.97,22.83,23.33,25.07
1352.42,1371.05,1401.50,1452.03,1512.33,1566.39,32.78,34.70,37.22,39.56,39.59,38.08,9.18,9.25,9.65,10.98,12.41,13.47,18.98,16.07,12.25,7.85,4.57,2.59,33.48,32.65,31.53,30.33,29.73,29.43,33.34,32.25,30.85,29.71,30.28,32.10
1299.07,1317.75,1348.30,1398.99,1459.46,1513.71,20.84,22.70,25.19,27.50,27.45,25.75,13.87,14.04,14.70,16.73,18.90,20.48,15.09,12.79,9.75,6.25,3.64,2.09,29.86,29.03,27.86,26.66,25.99,25.67,49.18,48.19,46.88,45.79,46.49,48.47
1203.10,1221.41,1251.35,1300.99,1360.25,1413.38,26.93,28.82,31.32,33.68,33.68,32.09,13.89,13.95,14.47,16.46,18.63,20.26,21.02,17.79,13.57,8.69,5.06,2.85,25.18,24.37,23.23,22.02,21.43,21.20,45.78,44.71,43.34,42.19,42.81,44.69
1335.84,1354.48,1384.94,1435.48,1495.79,1549.86,34.85,36.77,39.27,41.57,41.62,40.14,9.09,9.05,9.32,10.58,12.02,13.13,26.56,22.49,17.15,10.98,6.40,3.63,34.99,34.16,33.05,31.88,31.29,31.00,29.82,28.71,27.29,26.15,26.69,28.46
1356.21,1374.85,1405.31,1455.85,1516.16,1570.24,33.35,35.26,37.78,40.13,40.16,38.65,8.73,8.80,9.17,10.44,11.80,12.82,18.89,16.00,12.20,7.81,4.55,2.58,33.78,32.95,31.83,30.63,30.03,29.73,32.50,31.41,30.00,28.86,29.43,31.24
1334.16,1352.74,1383.12,1433.53,1493.68,1547.61,36.76,38.67,41.18,43.51,43.56,42.11,7.23,7.28,7.58,8.62,9.75,10.60,16.98,14.38,10.96,7.02,4.09,2.33,33.79,32.98,31.88,30.70,30.11,29.80,28.81,27.70,26.28,25.14,25.67,27.44
1338.31,1356.99,1387.52,1438.15,1498.60,1552.78,40.31,42.17,44.69,46.94,47.04,45.65,4.74,4.76,4.95,5.63,6.38,6.93,15.08,12.78,9.73,6.23,3.61,2.07,36.16,35.34,34.19,33.00,32.43,32.17,23.39,22.30,20.92,19.81,20.26,21.92
1299.20,1317.75,1348.04,1398.32,1458.33,1512.13,35.89,37.82,40.31,42.66,42.70,41.24,7.88,7.98,8.34,9.51,10.74,11.63,16.25,13.76,10.49,6.72,3.90,2.23,34.02,33.19,32.10,30.94,30.36,30.03,29.21,28.09,26.66,25.48,26.04,27.83
1314.20,1332.78,1363.15,1413.53,1473.66,1527.56,38.85,40.74,43.25,45.54,45.62,44.22,5.65,5.66,5.85,6.65,7.53,8.21,17.34,14.69,11.20,7.17,4.18,2.35,35.79,34.97,33.85,32.65,32.07,31.81,24.69,23.59,22.19,21.08,21.58,23.27
1296.66,1315.31,1345.79,1396.36,1456.71,1510.83,22.10,23.95,26.43,28.77,28.72,27.09,14.55,14.79,15.55,17.73,19.99,21.61,19.38,16.41,12.51,8.01,4.66,2.64,30.09,29.26,28.10,26.85,26.22,25.94,47.48,46.49,45.18,44.08,44.76,46.70
1371.15,1389.74,1420.11,1470.52,1530.67,1584.60,34.09,36.05,38.59,40.97,41.03,39.52,7.98,8.01,8.32,9.45,10.70,11.64,22.90,19.40,14.78,9.47,5.51,3.12,37.06,36.22,35.10,33.88,33.31,33.03,28.23,27.10,25.66,24.51,25.07,26.86
1227.28,1245.61,1275.55,1325.24,1384.53,1437.71,25.77,27.65,30.13,32.51,32.49,30.89,13.81,13.92,14.53,16.54,18.70,20.29,21.93,18.59,14.17,9.08,5.28,2.98,26.53,25.74,24.57,23.35,22.73,22.53,45.65,44.63,43.27,42.11,42.75,44.64
1339.98,1358.62,1389.08,1439.62,1499.94,1554.02,37.29,39.22,41.76,44.08,44.14,42.71,6.47,6.51,6.77,7.71,8.72,9.47,17.34,14.68,11.20,7.16,4.17,2.36,36.52,35.69,34.56,33.36,32.77,32.50,25.84,24.73,23.31,22.17,22.68,24.41
1311.27,1329.89,1360.31,1410.78,1471.03,1525.03,34.34,36.34,38.93,41.31,41.35,39.81,10.28,10.32,10.71,12.18,13.79,15.00,20.93,17.73,13.52,8.65,5.05,2.82,35.77,34.93,33.81,32.61,32.03,31.73,29.37,28.22,26.75,25.56,26.14,27.98
1316.76,1335.43,1365.95,1416.58,1477.01,1531.18,23.04,24.90,27.39,29.74,29.69,28.07,14.22,14.43,15.15,17.26,19.47,21.07,20.54,17.39,13.26,8.49,4.94,2.80,30.86,30.02,28.86,27.62,26.99,26.70,45.89,44.90,43.57,42.47,43.14,45.08
1338.51,1357.17,1387.67,1438.29,1498.68,1552.84,33.47,35.39,37.91,40.24,40.27,38.76,9.14,9.17,9.50,10.79,12.23,13.32,23.69,20.06,15.29,9.80,5.70,3.23,34.56,33.73,32.62,31.43,30.84,30.55,31.76,30.65,29.23,28.08,28.64,30.45
1352.28,1370.91,1401.37,1451.90,1512.21,1566.28,33.50,35.41,37.93,40.27,40.30,38.80,8.67,8.74,9.11,10.36,11.72,12.73,18.88,15.99,12.19,7.81,4.55,2.58,33.86,33.03,31.91,30.71,30.11,29.82,32.26,31.17,29.76,28.62,29.19,31.00
1361.36,1380.00,1410.47,1461.02,1521.36,1575.44,24.30,26.16,28.72,31.08,31.03,29.41,13.98,14.22,14.91,17.02,19.18,20.75,15.56,13.20,10.06,6.45,3.75,2.11,32.01,31.16,30.00,28.73,28.12,27.85,43.36,42.34,40.98,39.86,40.50,42.42
1339.44,1358.07,1388.54,1439.07,1499.39,1553.46,37.71,39.64,42.13,44.50,44.55,43.13,6.90,6.96,7.26,8.26,9.34,10.14,18.83,15.94,12.15,7.79,4.54,2.57,35.65,34.84,33.73,32.54,31.96,31.67,26.25,25.13,23.71,22.57,23.10,24.85
1296.74,1315.39,1345.89,1396.49,1456.85,1510.99,31.53,33.44,35.96,38.28,38.30,36.78,11.62,11.70,12.19,13.86,15.68,17.04,24.61,20.84,15.90,10.18,5.92,3.38,34.48,33.64,32.52,31.31,30.72,30.44,33.73,32.66,31.26,30.11,30.69,32.51
1278.59,1297.29,1327.85,1378.55,1439.06,1493.31,33.12,35.04,37.55,39.89,39.91,38.39,9.12,9.14,9.48,10.75,12.19,13.27,24.01,20.34,15.50,9.93,5.78,3.29,33.51,32.69,31.56,30.39,29.81,29.52,33.32,32.21,30.80,29.66,30.22,32.06
1263.35,1282.03,1312.56,1363.23,1423.68,1477.89,40.33,42.19,44.66,46.95,47.03,45.63,6.42,6.47,6.73,7.66,8.66,9.42,18.30,15.50,11.82,7.57,4.41,2.49,32.88,32.09,31.03,29.89,29.29,28.97,26.64,25.53,24.12,22.99,23.49,25.22
1345.86,1364.56,1395.11,1445.83,1506.34,1560.62,31.48,33.39,35.94,38.27,38.29,36.74,9.70,9.79,10.22,11.63,13.13,14.26,20.59,17.44,13.29,8.51,4.98,2.77,34.26,33.43,32.31,31.10,30.51,30.22,34.25,33.15,31.72,30.56,31.13,32.99
1444.99,1463.69,1494.28,1545.01,1605.55,1659.84,27.41,29.35,31.92,34.34,34.33,32.70,11.24,11.36,11.89,13.54,15.30,16.58,17.54,14.86,11.33,7.25,4.21,2.40,33.93,33.05,31.89,30.66,30.05,29.77,38.68,37.60,36.17,35.02,35.61,37.54
1303.58,1322.22,1352.70,1403.26,1463.61,1517.71,33.70,35.61,38.12,40.44,40.48,38.96,8.44,8.44,8.73,9.91,11.24,12.25,23.86,20.20,15.40,9.86,5.74,3.27,34.32,33.50,32.38,31.21,30.62,30.34,31.66,30.56,29.15,28.02,28.57,30.37
1371.28,1389.92,1420.39,1470.94,1531.27,1585.36,36.99,38.93,41.46,43.80,43.87,42.43,6.70,6.72,6.97,7.92,8.97,9.76,18.81,15.93,12.15,7.78,4.53,2.56,36.56,35.73,34.60,33.39,32.80,32.53,26.12,25.01,23.59,22.45,22.97,24.70
1432.74,1451.40,1481.92,1532.57,1592.99,1647.18,28.46,30.39,32.98,35.32,35.32,33.71,9.13,9.21,9.60,10.92,12.35,13.41,14.64,12.40,9.45,6.06,3.53,2.01,32.22,31.37,30.20,28.98,28.37,28.04,39.12,38.05,36.65,35.50,36.11,38.02
1317.49,1336.20,1366.78,1417.51,1478.06,1532.34,19.32,21.14,23.55,25.89,25.82,24.22,13.71,13.89,14.53,16.58,18.69,20.26,15.60,13.21,10.07,6.45,3.76,2.15,30.08,29.27,28.08,26.80,26.17,25.91,50.58,49.64,48.36,47.31,48.00,49.97
1369.66,1388.36,1418.94,1469.68,1530.22,1584.51,25.57,27.48,30.03,32.41,32.36,30.78,13.99,14.10,14.71,16.73,18.92,20.54,22.08,18.70,14.25,9.14,5.31,3.00,32.07,31.17,30.02,28.77,28.15,27.87,42.40,41.36,39.97,38.83,39.46,41.41
1307.57,1326.19,1356.64,1407.16,1467.44,1521.50,24.72,26.62,29.14,31.49,31.47,29.83,14.84,15.00,15.68,17.85,20.16,21.86,19.18,16.24,12.39,7.93,4.61,2.59,31.38,30.53,29.38,28.12,27.52,27.24,43.48,42.46,41.09,39.97,40.60,42.53
1367.07,1385.73,1416.22,1466.82,1527.21,1581.35,34.68,36.61,39.14,41.49,41.53,40.04,8.07,8.11,8.42,9.57,10.84,11.79,20.68,17.51,13.35,8.55,4.98,2.82,35.30,34.47,33.34,32.14,31.55,31.26,29.79,28.68,27.25,26.11,26.65,28.44
1294.11,1312.81,1343.38,1394.13,1454.67,1508.96,23.13,24.97,27.49,29.83,29.78,28.15,17.28,17.83,19.03,21.74,24.40,26.20,21.69,18.35,13.99,8.96,5.22,2.99,31.95,31.11,29.94,28.67,28.04,27.77,44.95,43.96,42.63,41.52,42.18,44.13
1330.15,1348.73,1379.11,1429.51,1489.66,1543.58,37.68,39.59,42.10,44.43,44.50,43.07,7.03,7.08,7.36,8.37,9.47,10.30,17.51,14.83,11.31,7.24,4.22,2.40,34.49,33.68,32.58,31.40,30.81,30.52,27.18,26.06,24.64,23.50,24.03,25.78
1369.13,1387.83,1418.40,1469.11,1529.63,1583.89,37.84,39.78,42.25,44.67,44.71,43.28,6.59,6.68,6.97,7.94,8.96,9.73,16.78,14.21,10.83,6.94,4.04,2.29,35.38,34.56,33.46,32.28,31.69,31.39,26.75,25.62,24.19,23.03,23.57,25.33
747.48,759.53,779.23,811.92,850.92,885.90,9.43,10.40,11.77,13.12,13.09,12.11,19.55,20.58,22.43,25.72,28.55,30.26,35.71,30.24,23.06,14.77,8.60,4.88,22.65,22.18,21.49,20.71,20.30,20.07,32.36,31.87,31.18,30.61,31.06,32.28
519.40,527.86,541.68,564.61,591.98,616.52,5.70,6.33,7.23,8.12,8.10,7.44,16.68,17.62,19.28,22.11,24.45,25.83,23.28,19.72,15.04,9.63,5.61,3.18,15.75,15.44,14.98,14.45,14.16,13.98,23.76,23.44,23.00,22.63,22.96,23.80
1339.04,1357.75,1388.33,1439.06,1499.62,1553.90,22.86,24.72,27.24,29.62,29.58,27.96,13.39,13.66,14.44,16.48,18.54,20.00,29.02,24.57,18.73,12.00,6.99,3.96,36.97,36.10,34.93,33.69,33.10,32.82,40.19,39.18,37.83,36.70,37.34,39.26
393.46,399.90,410.40,427.85,448.66,467.33,3.57,4.00,4.60,5.24,5.21,4.77,12.71,13.49,14.82,17.04,18.90,19.98,16.37,13.88,10.58,6.77,3.94,2.24,11.30,11.10,10.78,10.41,10.18,10.00,19.50,19.26,18.98,18.73,19.00,19.63
1003.24,1020.17,1047.84,1093.75,1148.54,1197.65,13.87,15.30,17.25,19.16,19.09,17.71,27.44,28.87,31.39,36.06,40.15,42.71,57.72,48.88,37.26,23.87,13.91,7.90,35.51,34.81,33.85,32.74,32.21,31.96,41.20,40.48,39.45,38.62,39.23,40.89
675.59,686.66,704.76,734.79,770.63,802.77,8.07,8.93,10.14,11.36,11.33,10.44,19.34,20.38,22.24,25.50,28.28,29.96,33.87,28.68,21.87,14.00,8.15,4.63,20.88,20.45,19.84,19.13,18.75,18.53,30.26,29.83,29.22,28.72,29.14,30.25
1178.61,1196.92,1226.86,1276.53,1335.80,1388.94,18.49,20.15,22.46,24.66,24.62,23.01,19.26,20.04,21.59,24.74,27.65,29.56,47.17,39.95,30.46,19.50,11.36,6.44,39.72,38.95,37.87,36.67,36.10,35.86,39.75,38.84,37.62,36.61,37.24,39.04
1285.82,1304.37,1334.70,1385.04,1445.10,1498.95,36.78,38.67,41.16,43.45,43.50,42.05,8.63,8.74,9.15,10.42,11.76,12.74,15.91,13.47,10.27,6.58,3.83,2.16,30.93,30.13,29.07,27.93,27.34,27.01,31.51,30.40,28.96,27.79,28.34,30.14
1253.17,1271.80,1302.24,1352.77,1413.05,1467.11,37.03,38.95,41.47,43.79,43.85,42.38,11.00,11.06,11.50,13.08,14.80,16.09,20.04,16.97,12.94,8.28,4.83,2.73,32.75,31.94,30.86,29.69,29.10,28.78,29.82,28.69,27.25,26.08,26.62,28.42
1310.27,1328.90,1359.35,1409.87,1470.16,1524.22,36.56,38.44,40.94,43.23,43.28,41.81,7.47,7.59,7.97,9.08,10.24,11.08,14.19,12.02,9.16,5.87,3.42,1.95,30.86,30.05,28.99,27.86,27.26,26.93,32.18,31.08,29.64,28.47,29.03,30.83
1364.64,1383.28,1413.72,1464.25,1524.54,1578.60,32.50,34.42,36.96,39.28,39.30,37.76,9.01,9.14,9.59,10.93,12.33,13.34,12.68,10.73,8.18,5.24,3.05,1.72,27.85,27.01,25.92,24.76,24.16,23.83,39.26,38.17,36.73,35.56,36.15,38.03
1356.52,1375.15,1405.60,1456.14,1516.45,1570.52,31.98,33.98,36.54,38.92,38.90,37.36,8.60,8.67,9.03,10.28,11.63,12.62,13.55,11.46,8.74,5.60,3.27,1.88,27.91,27.08,25.96,24.78,24.17,23.85,39.72,38.60,37.14,35.94,36.54,38.44
